NCT Code,Trial Name,Trial URL,Priority,Status
NCT07000305,A Study of Cetuximabβ Combined With Envolimab and mFOLFOX6 in Subjects With Advanced Colorectal Cancer,https://clinicaltrials.gov/study/NCT07000305,2. RAS + Colon,NOT_YET_RECRUITING
NCT07001592,Intra-tumoral (IT) Injection of vvDD-hIL2-2-RG-1 for Metastatic Gastrointestinal and Peritoneal Tumors,https://clinicaltrials.gov/study/NCT07001592,2. RAS + Colon,RECRUITING
NCT07004244,Application of KRAS Vaccine in the Treatment of KRAS-mutated Malignancies,https://clinicaltrials.gov/study/NCT07004244,2. G12D general,RECRUITING
NCT07004413,Continuous or Intermittent Cetuximab Plus FOLFIRI as First-line Treatment in RAS/BRAF Wild-type mCRC Patients,https://clinicaltrials.gov/study/NCT07004413,2. RAS + Colon,NOT_YET_RECRUITING
NCT07006142,Effect of Prolonged Fasting Time on Gastric Residual Volume in Patients Taking GLP1 Receptor Agonists,https://clinicaltrials.gov/study/NCT07006142,2. RAS + Colon,RECRUITING
NCT07007728,Iparomlimab/Tuvonralimab Combined With Bevacizumab and CAPEOX as Conversion Therapy for Colorectal Cancer Liver Metastasis,https://clinicaltrials.gov/study/NCT07007728,2. RAS + Colon,NOT_YET_RECRUITING
NCT07009145,QL1706 Plus Bevacizumab for Unresectable or Metastatic MSI-H/dMMR CRC,https://clinicaltrials.gov/study/NCT07009145,2. RAS + Colon,NOT_YET_RECRUITING
NCT07012031,Sotorasib in Combination With Trastuzumab Deruxtecan for the Treatment of Locally Advanced and Metastatic Non-small Cell Lung Cancer With a KRAS G12C Mutation,https://clinicaltrials.gov/study/NCT07012031,2. RAS + Colon,RECRUITING
NCT07012954,ctDNA-Guided Cetuximab or Bevacizumab Plus Trifluridine/Tipiracil in RAS/BRAF Wild-Type mCRC,https://clinicaltrials.gov/study/NCT07012954,2. RAS + Colon,RECRUITING
NCT07025850,Efficacy Study of Digoxin Combined With Serplulimab and Chemotherapy in First-Line Treatment of MSS Advanced Colorectal Cancer,https://clinicaltrials.gov/study/NCT07025850,2. RAS + Colon,NOT_YET_RECRUITING
NCT07044908,TQB2922 and TAS-102 Tablets for Injection With or Without Bevacizumab in Chemotherapy-failed RAS/BRAF Wild-type Advanced Colorectal Cancer,https://clinicaltrials.gov/study/NCT07044908,2. RAS + Colon,RECRUITING
NCT07051785,Fruquintinib vs Bevacizumab Combined With Irinotecan Liposome and Capecitabine as Second-Line Therapy for Advanced Metastatic Colorectal Cancer,https://clinicaltrials.gov/study/NCT07051785,2. RAS + Colon,NOT_YET_RECRUITING
NCT07056777,Evaluation of the Preliminary Efficacy and Safety of DR30206 in Combination With Standard Therapy in Patients With Gastrointestinal Cancer,https://clinicaltrials.gov/study/NCT07056777,2. RAS + Colon,RECRUITING
NCT07059338,Dual EGFR/HER2 Blockade Combined With Irinotecan for the Treatment of HER2-Positive Metastatic Colorectal Cancer,https://clinicaltrials.gov/study/NCT07059338,2. RAS + Colon,NOT_YET_RECRUITING
NCT07059949,Short Course Radiotherapy Followed by CAPOX and Carrilizumab and Bevacizumab or Cetuximab for the Initial Treatment of Unresectable Metastatic Rectal Cancer,https://clinicaltrials.gov/study/NCT07059949,2. RAS + Colon,NOT_YET_RECRUITING
NCT07070713,Efficacy and Safety of FOLFOX+Cetuximab vs. FOLFOXIRI+Bevacizumab Both With QL1706 in First-Line Treatment of Left-Sided mCRC,https://clinicaltrials.gov/study/NCT07070713,2. RAS + Colon,NOT_YET_RECRUITING
NCT07071844,BETWEEN: Biweekly Bevacizumab + Trifluridine/Tipiracil to Reduce Grade 3-4 Neutropenia in mCRC Patients,https://clinicaltrials.gov/study/NCT07071844,2. RAS + Colon,NOT_YET_RECRUITING
NCT07076823,Safety and Efficacy of Canagliflozin in Patients With Metastatic High Microsatellite Instability (MSI-H) Colorectal Cancer,https://clinicaltrials.gov/study/NCT07076823,2. RAS + Colon,RECRUITING
NCT07082439,Pembrolizumab and Odetiglucan in Liver Predominant Metastatic Colorectal Adenocarcinoma,https://clinicaltrials.gov/study/NCT07082439,2. RAS + Colon,RECRUITING
NCT07094893,Anti-EGFR Agents in Patients With Right-sided Advanced Colorectal Cancer With Wild-type RAS and AREG/EREG High Status,https://clinicaltrials.gov/study/NCT07094893,2. RAS + Colon,NOT_YET_RECRUITING
NCT07107230,A Study of JNJ-95437446 in Participants With Advanced-Stage Solid Tumors,https://clinicaltrials.gov/study/NCT07107230,2. RAS + Colon,RECRUITING
NCT07108127,Efficacy and Safety of Trastuzumab Biosimilars and Pertuzumab Biosimilars Combined With Chemotherapy for Neoadjuvant Treatment of Patients With Locally Advanced HER2-positive Rectal Cancer,https://clinicaltrials.gov/study/NCT07108127,2. RAS + Colon,RECRUITING
NCT07116577,"Radiotherapy Combined QL1706, TAS-102 and Bevacizumab in mCRC",https://clinicaltrials.gov/study/NCT07116577,2. RAS + Colon,NOT_YET_RECRUITING
NCT07117435,Paclitaxel Cationic Liposome (Hepatic Arterial Infusion) in Combination With Systemic Therapy as First-Line Treatment in Colorectal Liver Metastases,https://clinicaltrials.gov/study/NCT07117435,2. RAS + Colon,RECRUITING
NCT07124884,5-fluorouracil Plus Panitumumab (Anti-EGFR) and Sotorasib (KRAS G12C Inhibitor) in First-line Treatment of Patients Non-eligible for a Doublet/Triplet Chemotherapy With Advanced Unresectab,https://clinicaltrials.gov/study/NCT07124884,2. RAS + Colon,NOT_YET_RECRUITING
NCT07130903,Amplitude-Modulated Radiofrequency Electromagnetic Fields (AM RF EMF) in Combination With Fruquintinib in Refractory Metastatic Colorectal Cancer,https://clinicaltrials.gov/study/NCT07130903,2. RAS + Colon,RECRUITING
NCT07134205,The Study of JMT101 Combined With Irinotecan as a ≥3rd-Line Treatment in Metastatic Colorectal Cancer,https://clinicaltrials.gov/study/NCT07134205,2. RAS + Colon,NOT_YET_RECRUITING
NCT07134998,Phase I Study of HRS-6093 in Participants With Advanced Solid Tumors Harboring KRAS G12D Mutations,https://clinicaltrials.gov/study/NCT07134998,2. G12D general,RECRUITING
NCT07145450,Master Protocol of TCR-modified T Cell Therapy Targeting HLA-restricted KRAS Antigen Administered in Adult Patients With Metastatic or Locally Advanced PDAC,https://clinicaltrials.gov/study/NCT07145450,2. G12D general,RECRUITING
NCT07148128,"Phase 1/2a Study to Assess the Safety, Tolerability, Pharmacokinetics, and Preliminary Efficacy of WEF-001 as Monotherapy in Advanced KRAS-Mutant Solid Tumours.",https://clinicaltrials.gov/study/NCT07148128,2. RAS + Colon,RECRUITING
NCT07150247,Safety and Efficacy of IB-FOLFIRI in BRAF V600E-Mutant Metastatic Colorectal Cancer,https://clinicaltrials.gov/study/NCT07150247,2. RAS + Colon,RECRUITING
NCT07150403,Second-line Doublet Chemotherapy (FOLFOX or FOLFIRI) Plus Fruquintinib Versus Doublet Chemotherapy (FOLFOX or FOLFIRI) Plus Bevacizumab in Metastatic Colorectal Cancer,https://clinicaltrials.gov/study/NCT07150403,2. RAS + Colon,NOT_YET_RECRUITING
NCT07178717,A Study to Characterize Encorafenib Plus Cetuximab as Rechallenge Treatment for BRAF V600E-mutant Metastatic Colorectal Cancer Patients After Previous Therapy With BRAF Inhibitors-based Combinations,https://clinicaltrials.gov/study/NCT07178717,2. RAS + Colon,NOT_YET_RECRUITING
NCT07198165,SCRT Followed by CAPOX + Bev ± PD-1 Inhibitor for TNT in LARC,https://clinicaltrials.gov/study/NCT07198165,2. RAS + Colon,RECRUITING
NCT07198321,"A Single-Arm, Open-Label, Multicenter Phase I/II Clinical Study of GFH276 in Patients With RAS-Mutant Advanced Solid Tumors",https://clinicaltrials.gov/study/NCT07198321,2. RAS + Colon,NOT_YET_RECRUITING
NCT07198841,IBI351 Plus Cetuximab β in Untreated Advanced Non-small Cell Lung Cancer With KRAS G12C Mutation,https://clinicaltrials.gov/study/NCT07198841,2. RAS + Colon,NOT_YET_RECRUITING
NCT07204574,"The Phase 1b/IIa, Open-label, Dose Escalation and Dose Expansion to Evaluate Safety, Tolerability, and Preliminary Efficacy of the Combination of HCB101, Cetuximab/Bevacizumab, and FOLFOX/FOLFIRI in Advanced or Metastatic Colorectal Cancer",https://clinicaltrials.gov/study/NCT07204574,2. RAS + Colon,RECRUITING
NCT07209111,A Clinical Study of MK-1084 in People With Advanced Solid Tumors (MK-1084-014),https://clinicaltrials.gov/study/NCT07209111,2. RAS + Colon,RECRUITING
NCT07213570,STREAM-2: Second-line Treatment With REgorafenib in Advanced RAS-Mutant Colorectal Cancer,https://clinicaltrials.gov/study/NCT07213570,2. RAS + Colon,NOT_YET_RECRUITING
NCT07223047,"A Study to Evaluate the Safety, Tolerability, and Efficacy of BMS-986523 Alone and in Combination With Anti-Cancer Agents in Participants With Advanced Solid Malignancies",https://clinicaltrials.gov/study/NCT07223047,2. RAS + Colon,NOT_YET_RECRUITING
NCT07224815,cfDNA 5mC/5hmC Biomarkers to Predict Chemotherapy Response in Metastatic Colorectal Cancer,https://clinicaltrials.gov/study/NCT07224815,2. RAS + Colon,RECRUITING
NCT07224841,Development of a cfDNA 5mC/5hmC-based Biomarker Panel to Predict Targeted Therapy Efficacy in mCRC,https://clinicaltrials.gov/study/NCT07224841,2. RAS + Colon,RECRUITING
NCT07232875,HRS 4642 Injection Combined With AG Versus Placebo Combined With AG Therapy in First-Line Advanced or Metastatic Pancreatic Cancer,https://clinicaltrials.gov/study/NCT07232875,2. G12D general,NOT_YET_RECRUITING
NCT07244705,A Study of ABT-301 Plus Tislelizumab With Bevacizumab in pMMR/Non-MSI-H Locally Advanced or mCRC,https://clinicaltrials.gov/study/NCT07244705,2. RAS + Colon,RECRUITING
NCT07252479,Evaluation of RAS Inhibitor Treatment in Participants With Advanced or Metastatic Solid Tumors Harboring RAS Mutations,https://clinicaltrials.gov/study/NCT07252479,2. RAS + Colon,NOT_YET_RECRUITING
NCT07257653,The Safety and Efficacy of Cetuximab Beta Plus Fruquintinib With or Without Immune Checkpoint Inhibitorrs in First-line Treatment of RAS/BRAF Wild Type Unresectable Metastatic Colorectal Cancer,https://clinicaltrials.gov/study/NCT07257653,2. RAS + Colon,RECRUITING
NCT07261709,"Trifluridine/Tipiracil Plus Fruquintinib vs. Trifluridine/Tipiracil Plus Bevacizumab in Refractory Metastatic Colorectal Cancer: A Randomized, Controlled, Open-Label, Non-Inferiority Trial",https://clinicaltrials.gov/study/NCT07261709,2. RAS + Colon,NOT_YET_RECRUITING
NCT07262567,Phase III Study to Compare GFH375 and Chemotherapy in Patients With KRAS G12D-Mutant Metastatic Pancreatic Cancer,https://clinicaltrials.gov/study/NCT07262567,2. G12D general,NOT_YET_RECRUITING
NCT05379985,Study of RMC-6236 in Patients With Advanced Solid Tumors Harboring Specific Mutations in RAS,https://clinicaltrials.gov/study/NCT05379985,2. RAS + Colon,RECRUITING
NCT05382559,A Study of ASP3082 in Adults With Advanced Solid Tumors,https://clinicaltrials.gov/study/NCT05382559,2. G12D general,RECRUITING
NCT06179160,A Study to Evaluate INCB161734 in Participants With Advanced or Metastatic Solid Tumors With KRAS G12D Mutation,https://clinicaltrials.gov/study/NCT06179160,2. G12D general,RECRUITING
NCT06227377,QTX3034 in Patients With KRAS G12D Mutation,https://clinicaltrials.gov/study/NCT06227377,2. G12D general,RECRUITING
NCT06364696,A Study to Find a Suitable Dose of ASP4396 in Adults With Solid Tumors,https://clinicaltrials.gov/study/NCT06364696,2. G12D general,RECRUITING
NCT06385925,A Study of TSN1611 Treating Patients With Advanced Solid Tumors Harboring KRAS G12D Mutation,https://clinicaltrials.gov/study/NCT06385925,2. G12D general,RECRUITING
NCT06447662,A Study to Learn About the Study Medicine PF-07934040 When Given Alone or With Other Anti-cancer Therapies in People With Advanced Solid Tumors That Have a Genetic Mutation.,https://clinicaltrials.gov/study/NCT06447662,2. RAS + Colon,RECRUITING
NCT06625775,Open-Label Study of BBO-10203 in Subjects With Advanced Solid Tumors,https://clinicaltrials.gov/study/NCT06625775,2. RAS + Colon,RECRUITING
NCT06704724,A Study to Learn About the Study Medicine PF-07985045 When Given Alone or With Other Anti-cancer Therapies in People With Advanced Solid Tumors That Have a Change in a Gene.,https://clinicaltrials.gov/study/NCT06704724,2. RAS + Colon,RECRUITING
NCT07023731,A Study to Evaluate ARV-806 in Adults With Advanced Cancer That Has the KRAS G12D Mutation,https://clinicaltrials.gov/study/NCT07023731,2. G12D general,RECRUITING
